order_id,order_date,customer_id,product_id,quantity,discount,channel,revenue,cost,profit,product_name,category,unit_cost,unit_price,customer_name,region,customer_segment,profit_margin_pct,avg_order_value,year,month,month_name,year_month
ORD04080,2022-09-05,C0268,P017,3,0.0,Wholesale,258.78,106.11,152.67,Energy Drink,Food & Bev,35.37,86.26,Vikram Sharma,North,Individual,59.0,86.25999999999999,2022,9,Sep,2022-09
ORD04026,2022-09-05,C0392,P006,5,0.05,Online,211.0,90.15,120.85,Office Chair,Furniture,18.03,44.42,Rohan Bose,West,SMB,57.27,42.2,2022,9,Sep,2022-09
ORD04923,2022-09-05,C0485,P002,2,0.05,Wholesale,1133.14,590.96,542.18,Smartphone,Electronics,295.48,596.39,Meera Joshi,North,Individual,47.85,566.57,2022,9,Sep,2022-09
ORD01380,2022-09-06,C0273,P005,2,0.05,Direct Sales,998.36,488.86,509.5,Smartwatch,Electronics,244.43,525.45,Dev Bose,East,Individual,51.03,499.18,2022,9,Sep,2022-09
ORD04731,2022-09-06,C0183,P018,2,0.05,Online,1667.46,773.2,894.26,Protein Bar,Food & Bev,386.6,877.61,Rahul Reddy,North,Enterprise,53.63,833.73,2022,9,Sep,2022-09
ORD01434,2022-09-06,C0064,P002,2,0.15,Online,1013.86,590.96,422.9,Smartphone,Electronics,295.48,596.39,Karan Iyer,West,SMB,41.71,506.93,2022,9,Sep,2022-09
ORD03589,2022-09-06,C0069,P015,1,0.15,Online,277.77,241.04,36.73,Hoodie,Clothing,241.04,326.79,Arjun Kumar,Central,SMB,13.22,277.77,2022,9,Sep,2022-09
ORD04497,2022-09-06,C0012,P001,2,0.0,Retail,761.88,312.14,449.74,Laptop,Electronics,156.07,380.94,Karan Gupta,West,Individual,59.03,380.94,2022,9,Sep,2022-09
ORD00272,2022-09-06,C0129,P010,1,0.0,Retail,294.37,178.46,115.91,Lamp,Furniture,178.46,294.37,Rohan Das,East,SMB,39.38,294.37,2022,9,Sep,2022-09
ORD02142,2022-09-07,C0069,P001,2,0.0,Direct Sales,761.88,312.14,449.74,Laptop,Electronics,156.07,380.94,Arjun Kumar,Central,SMB,59.03,380.94,2022,9,Sep,2022-09
ORD04894,2022-09-07,C0252,P013,1,0.15,Wholesale,358.05,187.87,170.18,T-Shirt,Clothing,187.87,421.24,Arjun Sharma,North,Individual,47.53,358.05,2022,9,Sep,2022-09
ORD04573,2022-09-07,C0136,P012,1,0.2,Direct Sales,172.49,123.94,48.55,Sneakers,Clothing,123.94,215.61,Siddharth Mehta,Central,Individual,28.15,172.49,2022,9,Sep,2022-09
ORD01657,2022-09-08,C0496,P002,2,0.05,Retail,1133.14,590.96,542.18,Smartphone,Electronics,295.48,596.39,Ananya Kumar,South,SMB,47.85,566.57,2022,9,Sep,2022-09
ORD03820,2022-09-08,C0453,P003,1,0.0,Online,105.37,70.85,34.52,Tablet,Electronics,70.85,105.37,Aarav Kumar,North,Individual,32.76,105.37,2022,9,Sep,2022-09
ORD01293,2022-09-08,C0168,P012,5,0.0,Wholesale,1078.05,619.7,458.35,Sneakers,Clothing,123.94,215.61,Dev Singh,North,Individual,42.52,215.60999999999999,2022,9,Sep,2022-09
ORD03667,2022-09-08,C0294,P009,2,0.0,Retail,496.52,257.3,239.22,Sofa,Furniture,128.65,248.26,Nisha Sharma,Central,SMB,48.18,248.26,2022,9,Sep,2022-09
ORD02592,2022-09-08,C0392,P006,2,0.0,Retail,88.84,36.06,52.78,Office Chair,Furniture,18.03,44.42,Rohan Bose,West,SMB,59.41,44.42,2022,9,Sep,2022-09
ORD02186,2022-09-09,C0496,P017,3,0.05,Wholesale,245.84,106.11,139.73,Energy Drink,Food & Bev,35.37,86.26,Ananya Kumar,South,SMB,56.84,81.94666666666667,2022,9,Sep,2022-09
ORD04132,2022-09-09,C0093,P020,1,0.0,Wholesale,506.13,276.85,229.28,Juice,Food & Bev,276.85,506.13,Vikram Sharma,North,Enterprise,45.3,506.13,2022,9,Sep,2022-09
ORD03950,2022-09-09,C0138,P010,4,0.0,Wholesale,1177.48,713.84,463.64,Lamp,Furniture,178.46,294.37,Anjali Mehta,South,Individual,39.38,294.37,2022,9,Sep,2022-09
ORD01220,2022-09-09,C0480,P009,3,0.1,Retail,670.3,385.95,284.35,Sofa,Furniture,128.65,248.26,Priya Bose,West,SMB,42.42,223.4333333333333,2022,9,Sep,2022-09
ORD04211,2022-09-09,C0074,P007,3,0.0,Wholesale,1560.96,1003.95,557.01,Standing Desk,Furniture,334.65,520.32,Nisha Patel,East,Individual,35.68,520.32,2022,9,Sep,2022-09
ORD00500,2022-09-09,C0025,P002,3,0.15,Online,1520.79,886.44,634.35,Smartphone,Electronics,295.48,596.39,Priya Nair,West,Individual,41.71,506.93,2022,9,Sep,2022-09
ORD04937,2022-09-10,C0027,P010,1,0.05,Online,279.65,178.46,101.19,Lamp,Furniture,178.46,294.37,Riya Das,East,Individual,36.18,279.65,2022,9,Sep,2022-09
ORD03569,2022-09-10,C0382,P001,2,0.0,Retail,761.88,312.14,449.74,Laptop,Electronics,156.07,380.94,Riya Kumar,North,Individual,59.03,380.94,2022,9,Sep,2022-09
ORD00373,2022-09-10,C0308,P007,4,0.0,Retail,2081.28,1338.6,742.68,Standing Desk,Furniture,334.65,520.32,Sneha Gupta,North,SMB,35.68,520.32,2022,9,Sep,2022-09
ORD04206,2022-09-10,C0459,P014,1,0.1,Wholesale,151.6,87.87,63.73,Jeans,Clothing,87.87,168.45,Siddharth Kumar,Central,Enterprise,42.04,151.6,2022,9,Sep,2022-09
ORD03796,2022-09-11,C0196,P003,1,0.1,Wholesale,94.83,70.85,23.98,Tablet,Electronics,70.85,105.37,Rohan Das,East,Individual,25.29,94.83,2022,9,Sep,2022-09
ORD02819,2022-09-11,C0301,P003,3,0.05,Online,300.3,212.55,87.75,Tablet,Electronics,70.85,105.37,Anjali Patel,East,Individual,29.22,100.10000000000001,2022,9,Sep,2022-09
ORD01727,2022-09-11,C0113,P006,1,0.1,Wholesale,39.98,18.03,21.95,Office Chair,Furniture,18.03,44.42,Pooja Nair,North,Individual,54.9,39.98,2022,9,Sep,2022-09
ORD00374,2022-09-11,C0232,P020,1,0.0,Online,506.13,276.85,229.28,Juice,Food & Bev,276.85,506.13,Pooja Das,South,Individual,45.3,506.13,2022,9,Sep,2022-09
ORD02037,2022-09-11,C0116,P014,2,0.2,Retail,269.52,175.74,93.78,Jeans,Clothing,87.87,168.45,Vikram Bose,South,Enterprise,34.8,134.76,2022,9,Sep,2022-09
ORD02687,2022-09-11,C0158,P005,1,0.0,Online,525.45,244.43,281.02,Smartwatch,Electronics,244.43,525.45,Priya Nair,Central,Individual,53.48,525.45,2022,9,Sep,2022-09
ORD00719,2022-09-12,C0198,P006,1,0.05,Online,42.2,18.03,24.17,Office Chair,Furniture,18.03,44.42,Siddharth Mehta,East,SMB,57.27,42.2,2022,9,Sep,2022-09
ORD04740,2022-09-12,C0329,P018,1,0.0,Retail,877.61,386.6,491.01,Protein Bar,Food & Bev,386.6,877.61,Rohan Bose,East,Individual,55.95,877.61,2022,9,Sep,2022-09
ORD00242,2022-09-12,C0321,P006,3,0.0,Online,133.26,54.09,79.17,Office Chair,Furniture,18.03,44.42,Siddharth Malhotra,East,Individual,59.41,44.419999999999995,2022,9,Sep,2022-09
ORD01546,2022-09-12,C0412,P007,1,0.1,Retail,468.29,334.65,133.64,Standing Desk,Furniture,334.65,520.32,Nisha Iyer,East,Enterprise,28.54,468.29,2022,9,Sep,2022-09
ORD02296,2022-09-12,C0147,P020,1,0.0,Wholesale,506.13,276.85,229.28,Juice,Food & Bev,276.85,506.13,Sneha Rao,East,Individual,45.3,506.13,2022,9,Sep,2022-09
ORD04525,2022-09-12,C0180,P004,1,0.0,Online,76.38,32.65,43.73,Headphones,Electronics,32.65,76.38,Nisha Sharma,East,SMB,57.25,76.38,2022,9,Sep,2022-09
ORD04967,2022-09-12,C0285,P019,2,0.0,Online,365.08,257.6,107.48,Tea Pack,Food & Bev,128.8,182.54,Karan Chopra,South,Individual,29.44,182.54,2022,9,Sep,2022-09
ORD00241,2022-09-13,C0456,P003,1,0.05,Online,100.1,70.85,29.25,Tablet,Electronics,70.85,105.37,Vikram Sharma,West,Individual,29.22,100.1,2022,9,Sep,2022-09
ORD00275,2022-09-13,C0252,P015,1,0.05,Direct Sales,310.45,241.04,69.41,Hoodie,Clothing,241.04,326.79,Arjun Sharma,North,Individual,22.36,310.45,2022,9,Sep,2022-09
ORD01993,2022-09-13,C0289,P009,2,0.0,Online,496.52,257.3,239.22,Sofa,Furniture,128.65,248.26,Meera Patel,Central,Individual,48.18,248.26,2022,9,Sep,2022-09
ORD01162,2022-09-13,C0490,P016,3,0.05,Online,1058.92,740.82,318.1,Coffee Beans,Food & Bev,246.94,371.55,Meera Singh,East,Individual,30.04,352.97333333333336,2022,9,Sep,2022-09
ORD03702,2022-09-13,C0330,P001,1,0.0,Retail,380.94,156.07,224.87,Laptop,Electronics,156.07,380.94,Rohan Gupta,South,Individual,59.03,380.94,2022,9,Sep,2022-09
ORD03492,2022-09-14,C0382,P018,2,0.1,Wholesale,1579.7,773.2,806.5,Protein Bar,Food & Bev,386.6,877.61,Riya Kumar,North,Individual,51.05,789.85,2022,9,Sep,2022-09
ORD02454,2022-09-14,C0141,P014,2,0.0,Retail,336.9,175.74,161.16,Jeans,Clothing,87.87,168.45,Dev Reddy,East,Individual,47.84,168.45,2022,9,Sep,2022-09
ORD01613,2022-09-14,C0395,P005,1,0.15,Direct Sales,446.63,244.43,202.2,Smartwatch,Electronics,244.43,525.45,Meera Bose,Central,SMB,45.27,446.63,2022,9,Sep,2022-09
ORD02157,2022-09-15,C0184,P018,3,0.1,Online,2369.55,1159.8,1209.75,Protein Bar,Food & Bev,386.6,877.61,Siddharth Iyer,North,Individual,51.05,789.85,2022,9,Sep,2022-09
ORD01710,2022-09-15,C0462,P002,3,0.05,Wholesale,1699.71,886.44,813.27,Smartphone,Electronics,295.48,596.39,Pooja Singh,Central,Individual,47.85,566.57,2022,9,Sep,2022-09
ORD01704,2022-09-15,C0167,P013,2,0.05,Online,800.36,375.74,424.62,T-Shirt,Clothing,187.87,421.24,Riya Rao,North,Individual,53.05,400.18,2022,9,Sep,2022-09
ORD03652,2022-09-15,C0383,P009,2,0.05,Retail,471.69,257.3,214.39,Sofa,Furniture,128.65,248.26,Ananya Singh,North,SMB,45.45,235.845,2022,9,Sep,2022-09
ORD04791,2022-09-15,C0294,P003,1,0.0,Online,105.37,70.85,34.52,Tablet,Electronics,70.85,105.37,Nisha Sharma,Central,SMB,32.76,105.37,2022,9,Sep,2022-09
ORD03120,2022-09-15,C0104,P019,2,0.1,Online,328.57,257.6,70.97,Tea Pack,Food & Bev,128.8,182.54,Pooja Gupta,East,Individual,21.6,164.285,2022,9,Sep,2022-09
ORD02234,2022-09-16,C0048,P009,1,0.0,Retail,248.26,128.65,119.61,Sofa,Furniture,128.65,248.26,Arjun Patel,Central,Individual,48.18,248.26,2022,9,Sep,2022-09
ORD02235,2022-09-16,C0297,P009,5,0.0,Retail,1241.3,643.25,598.05,Sofa,Furniture,128.65,248.26,Dev Rao,South,Enterprise,48.18,248.26,2022,9,Sep,2022-09
ORD00191,2022-09-16,C0371,P009,4,0.1,Wholesale,893.74,514.6,379.14,Sofa,Furniture,128.65,248.26,Arjun Bose,West,Individual,42.42,223.435,2022,9,Sep,2022-09
ORD04171,2022-09-17,C0500,P004,2,0.15,Online,129.85,65.3,64.55,Headphones,Electronics,32.65,76.38,Siddharth Malhotra,North,SMB,49.71,64.925,2022,9,Sep,2022-09
ORD01042,2022-09-17,C0125,P014,1,0.05,Online,160.03,87.87,72.16,Jeans,Clothing,87.87,168.45,Ananya Singh,East,Individual,45.09,160.03,2022,9,Sep,2022-09
ORD00206,2022-09-17,C0409,P012,3,0.0,Retail,646.83,371.82,275.01,Sneakers,Clothing,123.94,215.61,Nisha Kumar,North,SMB,42.52,215.61,2022,9,Sep,2022-09
ORD02284,2022-09-17,C0304,P001,3,0.1,Retail,1028.54,468.21,560.33,Laptop,Electronics,156.07,380.94,Nisha Patel,East,Individual,54.48,342.84666666666664,2022,9,Sep,2022-09
ORD02656,2022-09-17,C0440,P013,1,0.2,Retail,336.99,187.87,149.12,T-Shirt,Clothing,187.87,421.24,Anjali Mehta,South,Individual,44.25,336.99,2022,9,Sep,2022-09
ORD01927,2022-09-17,C0065,P012,3,0.05,Wholesale,614.49,371.82,242.67,Sneakers,Clothing,123.94,215.61,Meera Reddy,East,Enterprise,39.49,204.83,2022,9,Sep,2022-09
ORD02394,2022-09-17,C0343,P016,3,0.0,Wholesale,1114.65,740.82,373.83,Coffee Beans,Food & Bev,246.94,371.55,Riya Sharma,North,SMB,33.54,371.55,2022,9,Sep,2022-09
ORD03344,2022-09-17,C0222,P017,1,0.0,Retail,86.26,35.37,50.89,Energy Drink,Food & Bev,35.37,86.26,Pooja Kumar,North,Individual,59.0,86.26,2022,9,Sep,2022-09
ORD01478,2022-09-17,C0331,P006,3,0.0,Direct Sales,133.26,54.09,79.17,Office Chair,Furniture,18.03,44.42,Aarav Das,East,SMB,59.41,44.419999999999995,2022,9,Sep,2022-09
ORD02288,2022-09-17,C0437,P015,3,0.0,Direct Sales,980.37,723.12,257.25,Hoodie,Clothing,241.04,326.79,Sneha Malhotra,North,Individual,26.24,326.79,2022,9,Sep,2022-09
ORD00317,2022-09-18,C0185,P011,3,0.15,Online,930.29,745.86,184.43,Jacket,Clothing,248.62,364.82,Nisha Singh,South,Individual,19.83,310.09666666666664,2022,9,Sep,2022-09
ORD02700,2022-09-18,C0405,P020,1,0.05,Wholesale,480.82,276.85,203.97,Juice,Food & Bev,276.85,506.13,Riya Mehta,North,Individual,42.42,480.82,2022,9,Sep,2022-09
ORD04514,2022-09-19,C0220,P006,1,0.0,Direct Sales,44.42,18.03,26.39,Office Chair,Furniture,18.03,44.42,Vikram Das,North,SMB,59.41,44.42,2022,9,Sep,2022-09
ORD01571,2022-09-19,C0141,P011,1,0.0,Wholesale,364.82,248.62,116.2,Jacket,Clothing,248.62,364.82,Dev Reddy,East,Individual,31.85,364.82,2022,9,Sep,2022-09
ORD00536,2022-09-19,C0005,P006,4,0.0,Online,177.68,72.12,105.56,Office Chair,Furniture,18.03,44.42,Priya Nair,Central,Individual,59.41,44.42,2022,9,Sep,2022-09
ORD04253,2022-09-19,C0222,P009,3,0.2,Online,595.82,385.95,209.87,Sofa,Furniture,128.65,248.26,Pooja Kumar,North,Individual,35.22,198.60666666666668,2022,9,Sep,2022-09
ORD04690,2022-09-20,C0470,P003,3,0.15,Online,268.69,212.55,56.14,Tablet,Electronics,70.85,105.37,Rohan Mehta,Central,Individual,20.89,89.56333333333333,2022,9,Sep,2022-09
ORD03202,2022-09-20,C0282,P020,4,0.05,Online,1923.29,1107.4,815.89,Juice,Food & Bev,276.85,506.13,Anjali Rao,West,Enterprise,42.42,480.8225,2022,9,Sep,2022-09
ORD00688,2022-09-20,C0013,P005,1,0.05,Online,499.18,244.43,254.75,Smartwatch,Electronics,244.43,525.45,Aarav Iyer,North,SMB,51.03,499.18,2022,9,Sep,2022-09
ORD01981,2022-09-21,C0131,P019,1,0.15,Wholesale,155.16,128.8,26.36,Tea Pack,Food & Bev,128.8,182.54,Meera Rao,West,Individual,16.99,155.16,2022,9,Sep,2022-09
ORD02954,2022-09-21,C0355,P016,3,0.0,Retail,1114.65,740.82,373.83,Coffee Beans,Food & Bev,246.94,371.55,Aarav Rao,Central,Individual,33.54,371.55,2022,9,Sep,2022-09
ORD03231,2022-09-21,C0470,P013,3,0.0,Online,1263.72,563.61,700.11,T-Shirt,Clothing,187.87,421.24,Rohan Mehta,Central,Individual,55.4,421.24,2022,9,Sep,2022-09
ORD02820,2022-09-21,C0161,P001,1,0.0,Retail,380.94,156.07,224.87,Laptop,Electronics,156.07,380.94,Vikram Nair,South,Individual,59.03,380.94,2022,9,Sep,2022-09
ORD02621,2022-09-21,C0219,P018,2,0.2,Wholesale,1404.18,773.2,630.98,Protein Bar,Food & Bev,386.6,877.61,Siddharth Sharma,East,SMB,44.94,702.09,2022,9,Sep,2022-09
ORD02940,2022-09-22,C0224,P012,4,0.05,Retail,819.32,495.76,323.56,Sneakers,Clothing,123.94,215.61,Vikram Rao,West,Individual,39.49,204.83,2022,9,Sep,2022-09
ORD03225,2022-09-22,C0199,P005,1,0.1,Retail,472.9,244.43,228.47,Smartwatch,Electronics,244.43,525.45,Dev Patel,South,SMB,48.31,472.9,2022,9,Sep,2022-09
ORD02461,2022-09-22,C0111,P017,3,0.1,Retail,232.9,106.11,126.79,Energy Drink,Food & Bev,35.37,86.26,Siddharth Das,North,Enterprise,54.44,77.63333333333334,2022,9,Sep,2022-09
ORD00463,2022-09-22,C0003,P016,3,0.1,Wholesale,1003.18,740.82,262.36,Coffee Beans,Food & Bev,246.94,371.55,Priya Das,East,SMB,26.15,334.3933333333333,2022,9,Sep,2022-09
ORD01858,2022-09-22,C0338,P012,1,0.05,Retail,204.83,123.94,80.89,Sneakers,Clothing,123.94,215.61,Dev Patel,Central,Individual,39.49,204.83,2022,9,Sep,2022-09
ORD04130,2022-09-22,C0179,P010,1,0.0,Retail,294.37,178.46,115.91,Lamp,Furniture,178.46,294.37,Rahul Sharma,Central,Enterprise,39.38,294.37,2022,9,Sep,2022-09
ORD04091,2022-09-23,C0472,P002,2,0.0,Retail,1192.78,590.96,601.82,Smartphone,Electronics,295.48,596.39,Nisha Sharma,North,Individual,50.46,596.39,2022,9,Sep,2022-09
ORD03603,2022-09-23,C0304,P017,4,0.05,Online,327.79,141.48,186.31,Energy Drink,Food & Bev,35.37,86.26,Nisha Patel,East,Individual,56.84,81.9475,2022,9,Sep,2022-09
ORD04728,2022-09-23,C0122,P004,3,0.05,Online,217.68,97.95,119.73,Headphones,Electronics,32.65,76.38,Ananya Rao,South,Individual,55.0,72.56,2022,9,Sep,2022-09
ORD00105,2022-09-23,C0208,P003,4,0.0,Online,421.48,283.4,138.08,Tablet,Electronics,70.85,105.37,Dev Joshi,East,SMB,32.76,105.37,2022,9,Sep,2022-09
ORD02845,2022-09-24,C0430,P008,1,0.1,Online,110.69,80.91,29.78,Bookshelf,Furniture,80.91,122.99,Rohan Kumar,West,SMB,26.9,110.69,2022,9,Sep,2022-09
ORD04110,2022-09-24,C0309,P009,2,0.0,Direct Sales,496.52,257.3,239.22,Sofa,Furniture,128.65,248.26,Nisha Iyer,South,Individual,48.18,248.26,2022,9,Sep,2022-09
ORD01255,2022-09-24,C0259,P020,1,0.0,Online,506.13,276.85,229.28,Juice,Food & Bev,276.85,506.13,Siddharth Joshi,East,Individual,45.3,506.13,2022,9,Sep,2022-09
ORD00587,2022-09-24,C0253,P015,3,0.05,Wholesale,931.35,723.12,208.23,Hoodie,Clothing,241.04,326.79,Meera Malhotra,East,Individual,22.36,310.45,2022,9,Sep,2022-09
ORD04965,2022-09-25,C0132,P006,5,0.0,Online,222.1,90.15,131.95,Office Chair,Furniture,18.03,44.42,Dev Joshi,North,Individual,59.41,44.42,2022,9,Sep,2022-09
ORD03068,2022-09-25,C0109,P014,2,0.0,Wholesale,336.9,175.74,161.16,Jeans,Clothing,87.87,168.45,Vikram Malhotra,South,Individual,47.84,168.45,2022,9,Sep,2022-09
ORD01987,2022-09-25,C0224,P002,4,0.05,Wholesale,2266.28,1181.92,1084.36,Smartphone,Electronics,295.48,596.39,Vikram Rao,West,Individual,47.85,566.57,2022,9,Sep,2022-09
ORD00613,2022-09-26,C0176,P020,3,0.0,Wholesale,1518.39,830.55,687.84,Juice,Food & Bev,276.85,506.13,Priya Patel,South,SMB,45.3,506.13000000000005,2022,9,Sep,2022-09
ORD04458,2022-09-26,C0142,P018,1,0.0,Retail,877.61,386.6,491.01,Protein Bar,Food & Bev,386.6,877.61,Dev Malhotra,Central,SMB,55.95,877.61,2022,9,Sep,2022-09
ORD01935,2022-09-26,C0404,P008,1,0.0,Online,122.99,80.91,42.08,Bookshelf,Furniture,80.91,122.99,Rahul Singh,West,SMB,34.21,122.99,2022,9,Sep,2022-09
ORD03877,2022-09-26,C0124,P014,1,0.05,Online,160.03,87.87,72.16,Jeans,Clothing,87.87,168.45,Meera Rao,South,Individual,45.09,160.03,2022,9,Sep,2022-09
ORD01542,2022-09-26,C0287,P019,2,0.15,Online,310.32,257.6,52.72,Tea Pack,Food & Bev,128.8,182.54,Rohan Nair,North,SMB,16.99,155.16,2022,9,Sep,2022-09
ORD03335,2022-09-26,C0387,P008,3,0.0,Wholesale,368.97,242.73,126.24,Bookshelf,Furniture,80.91,122.99,Sneha Iyer,North,Individual,34.21,122.99000000000001,2022,9,Sep,2022-09
ORD04070,2022-09-26,C0225,P013,4,0.0,Retail,1684.96,751.48,933.48,T-Shirt,Clothing,187.87,421.24,Nisha Joshi,South,SMB,55.4,421.24,2022,9,Sep,2022-09
ORD03661,2022-09-26,C0190,P015,2,0.1,Retail,588.22,482.08,106.14,Hoodie,Clothing,241.04,326.79,Priya Sharma,East,Individual,18.04,294.11,2022,9,Sep,2022-09
ORD02511,2022-09-26,C0443,P002,4,0.0,Retail,2385.56,1181.92,1203.64,Smartphone,Electronics,295.48,596.39,Nisha Singh,Central,Enterprise,50.46,596.39,2022,9,Sep,2022-09
ORD02528,2022-09-26,C0104,P018,1,0.0,Retail,877.61,386.6,491.01,Protein Bar,Food & Bev,386.6,877.61,Pooja Gupta,East,Individual,55.95,877.61,2022,9,Sep,2022-09
ORD04820,2022-09-27,C0241,P008,4,0.05,Online,467.36,323.64,143.72,Bookshelf,Furniture,80.91,122.99,Anjali Rao,South,SMB,30.75,116.84,2022,9,Sep,2022-09
ORD00393,2022-09-27,C0395,P011,1,0.0,Direct Sales,364.82,248.62,116.2,Jacket,Clothing,248.62,364.82,Meera Bose,Central,SMB,31.85,364.82,2022,9,Sep,2022-09
ORD02748,2022-09-27,C0438,P015,1,0.0,Online,326.79,241.04,85.75,Hoodie,Clothing,241.04,326.79,Ananya Rao,South,Individual,26.24,326.79,2022,9,Sep,2022-09
ORD01980,2022-09-28,C0374,P002,3,0.0,Wholesale,1789.17,886.44,902.73,Smartphone,Electronics,295.48,596.39,Rahul Reddy,West,Enterprise,50.46,596.39,2022,9,Sep,2022-09
ORD00437,2022-09-28,C0328,P005,2,0.05,Retail,998.36,488.86,509.5,Smartwatch,Electronics,244.43,525.45,Arjun Gupta,Central,Individual,51.03,499.18,2022,9,Sep,2022-09
ORD03793,2022-09-28,C0117,P010,1,0.1,Online,264.93,178.46,86.47,Lamp,Furniture,178.46,294.37,Arjun Verma,West,Individual,32.64,264.93,2022,9,Sep,2022-09
ORD02079,2022-09-29,C0164,P017,2,0.2,Retail,138.02,70.74,67.28,Energy Drink,Food & Bev,35.37,86.26,Anjali Malhotra,West,Individual,48.75,69.01,2022,9,Sep,2022-09
ORD03107,2022-09-29,C0236,P015,2,0.05,Retail,620.9,482.08,138.82,Hoodie,Clothing,241.04,326.79,Aarav Reddy,South,SMB,22.36,310.45,2022,9,Sep,2022-09
ORD01808,2022-09-29,C0027,P011,3,0.2,Direct Sales,875.57,745.86,129.71,Jacket,Clothing,248.62,364.82,Riya Das,East,Individual,14.81,291.8566666666667,2022,9,Sep,2022-09
ORD00226,2022-09-29,C0231,P017,5,0.2,Online,345.04,176.85,168.19,Energy Drink,Food & Bev,35.37,86.26,Vikram Kumar,West,Individual,48.75,69.00800000000001,2022,9,Sep,2022-09
ORD00931,2022-09-29,C0139,P020,2,0.05,Wholesale,961.65,553.7,407.95,Juice,Food & Bev,276.85,506.13,Rohan Das,East,Enterprise,42.42,480.825,2022,9,Sep,2022-09
ORD04527,2022-09-29,C0006,P011,5,0.15,Direct Sales,1550.48,1243.1,307.38,Jacket,Clothing,248.62,364.82,Ananya Reddy,North,Enterprise,19.82,310.096,2022,9,Sep,2022-09
ORD00292,2022-09-30,C0300,P010,3,0.0,Online,883.11,535.38,347.73,Lamp,Furniture,178.46,294.37,Priya Chopra,North,Individual,39.38,294.37,2022,9,Sep,2022-09
ORD03665,2022-09-30,C0117,P001,1,0.1,Wholesale,342.85,156.07,186.78,Laptop,Electronics,156.07,380.94,Arjun Verma,West,Individual,54.48,342.85,2022,9,Sep,2022-09
ORD02429,2022-09-30,C0424,P008,1,0.2,Wholesale,98.39,80.91,17.48,Bookshelf,Furniture,80.91,122.99,Karan Reddy,North,Individual,17.77,98.39,2022,9,Sep,2022-09
ORD01262,2022-10-01,C0328,P009,3,0.05,Wholesale,707.54,385.95,321.59,Sofa,Furniture,128.65,248.26,Arjun Gupta,Central,Individual,45.45,235.84666666666666,2022,10,Oct,2022-10
ORD00930,2022-10-01,C0209,P018,2,0.0,Online,1755.22,773.2,982.02,Protein Bar,Food & Bev,386.6,877.61,Anjali Kumar,North,SMB,55.95,877.61,2022,10,Oct,2022-10
ORD02984,2022-10-01,C0478,P007,1,0.0,Online,520.32,334.65,185.67,Standing Desk,Furniture,334.65,520.32,Arjun Iyer,Central,SMB,35.68,520.32,2022,10,Oct,2022-10
ORD03902,2022-10-02,C0222,P006,3,0.1,Retail,119.93,54.09,65.84,Office Chair,Furniture,18.03,44.42,Pooja Kumar,North,Individual,54.9,39.97666666666667,2022,10,Oct,2022-10
ORD01865,2022-10-02,C0422,P008,3,0.0,Online,368.97,242.73,126.24,Bookshelf,Furniture,80.91,122.99,Ananya Rao,West,Individual,34.21,122.99000000000001,2022,10,Oct,2022-10
ORD04053,2022-10-02,C0215,P013,1,0.0,Direct Sales,421.24,187.87,233.37,T-Shirt,Clothing,187.87,421.24,Nisha Joshi,West,Individual,55.4,421.24,2022,10,Oct,2022-10
ORD01350,2022-10-02,C0418,P018,4,0.0,Wholesale,3510.44,1546.4,1964.04,Protein Bar,Food & Bev,386.6,877.61,Priya Joshi,East,Individual,55.95,877.61,2022,10,Oct,2022-10
ORD02276,2022-10-03,C0402,P013,1,0.0,Retail,421.24,187.87,233.37,T-Shirt,Clothing,187.87,421.24,Riya Patel,West,Individual,55.4,421.24,2022,10,Oct,2022-10
ORD02483,2022-10-03,C0466,P011,3,0.05,Online,1039.74,745.86,293.88,Jacket,Clothing,248.62,364.82,Ananya Das,South,Individual,28.26,346.58,2022,10,Oct,2022-10
ORD01313,2022-10-03,C0195,P014,1,0.0,Retail,168.45,87.87,80.58,Jeans,Clothing,87.87,168.45,Siddharth Verma,East,Individual,47.84,168.45,2022,10,Oct,2022-10
ORD01855,2022-10-03,C0128,P019,1,0.15,Wholesale,155.16,128.8,26.36,Tea Pack,Food & Bev,128.8,182.54,Arjun Mehta,North,SMB,16.99,155.16,2022,10,Oct,2022-10
ORD03996,2022-10-03,C0436,P014,2,0.05,Retail,320.05,175.74,144.31,Jeans,Clothing,87.87,168.45,Sneha Kumar,South,SMB,45.09,160.025,2022,10,Oct,2022-10
ORD00673,2022-10-03,C0156,P002,3,0.0,Online,1789.17,886.44,902.73,Smartphone,Electronics,295.48,596.39,Dev Bose,Central,Individual,50.46,596.39,2022,10,Oct,2022-10
ORD02693,2022-10-03,C0180,P011,2,0.15,Direct Sales,620.19,497.24,122.95,Jacket,Clothing,248.62,364.82,Nisha Sharma,East,SMB,19.82,310.095,2022,10,Oct,2022-10
ORD01798,2022-10-04,C0103,P014,2,0.15,Retail,286.36,175.74,110.62,Jeans,Clothing,87.87,168.45,Vikram Singh,North,SMB,38.63,143.18,2022,10,Oct,2022-10
ORD00325,2022-10-04,C0471,P008,2,0.05,Online,233.68,161.82,71.86,Bookshelf,Furniture,80.91,122.99,Priya Patel,East,Individual,30.75,116.84,2022,10,Oct,2022-10
